1.536,1.921,A
3.751,8.591,A
10.252,45.798,A
48.107,48.522,A
52.843,67.774,A
82.323,85.534,A
95.472,103.712,A
105.088,149.747,A
155.744,176.78,A
191.829,192.311,A
207.376,207.833,A
221.527,231.958,A
233.829,234.328,A
248.235,248.645,A
262.884,263.308,A
265.133,269.124,A
270.125,270.46,A
287.696,293.98,A
318.906,319.438,A
329.491,329.901,A
354.646,355.019,A
365.28,365.603,A
379.603,379.985,A
381.95,385.609,A
391.054,391.453,A
393.712,398.918,A
400.519,423.101,A
425.04,435.085,A
444.941,445.448,A
458.796,459.243,A
468.308,468.716,A
480.192,480.535,A
488.819,489.21,A
494.928,495.283,A
527.116,527.638,A
528.868,529.24,A
546.596,547.137,A
554.535,554.908,A
563.633,564.257,A
589.142,589.575,A
591.728,609.525,A
616.32,646.906,A
648.594,655.856,A
662.288,677.943,A
685.477,686.242,A
692.046,717.299,A
722.448,728.633,A
729.248,760.638,A
772.0,778.793,A
795.773,802.529,A
805.408,805.872,A
815.73,816.295,A
819.072,821.577,A
823.199,825.89,A
830.356,830.938,A
835.285,841.649,A
841.649,842.096,A
844.192,865.127,A
868.037,872.4,A
874.0,874.91,A
929.729,930.557,A
933.919,936.33,A
955.648,956.105,A
960.221,960.57,A
962.482,965.377,A
967.433,971.601,A
973.861,977.398,A
984.624,988.274,A
989.113,989.448,A
1008.925,1021.051,A
1027.487,1033.559,A
1040.735,1054.853,A
1056.368,1066.646,A
1078.898,1083.912,A
1108.027,1115.67,A
1150.434,1164.326,A
1170.196,1173.875,A
1179.371,1179.912,A
1182.389,1184.193,A
1185.279,1186.584,A
1188.8,1225.119,A
1225.119,1253.399,A
1256.676,1267.649,A
1275.524,1294.638,A
1318.864,1326.755,A
1334.144,1335.341,A
1348.048,1348.505,A
1353.045,1367.413,A
1369.65,1374.16,A
1385.14,1385.624,A
1387.904,1390.608,A
1443.401,1444.221,A
1446.16,1461.344,A
1508.333,1535.958,A
1538.901,1542.819,A
1549.834,1571.481,A
1573.477,1578.626,A
1585.784,1596.213,A
1598.068,1603.18,A
1605.068,1608.448,A
1610.422,1611.154,A
1614.396,1624.846,A
1626.892,1645.596,A
1733.644,1734.218,A
1765.523,1765.847,A
1773.278,1773.918,A
1782.208,1793.933,A
1807.024,1819.343,A
1822.711,1837.739,A
1843.314,1843.863,A
1851.638,1852.095,A
1866.627,1867.034,A
1868.816,1876.016,A
1878.436,1887.536,A
1890.009,1906.48,A
1908.267,1928.28,A
1935.256,1935.68,A
1937.103,1941.054,A
1957.136,1971.096,A
1984.965,1985.705,A
1989.206,1990.038,A
1993.116,1993.676,A
2001.241,2005.515,A
2010.64,2012.001,A
2015.264,2016.407,A
2018.912,2024.101,A
2026.155,2034.635,A
2036.598,2037.537,A
2039.114,2043.338,A
2057.28,2058.827,A
2067.776,2071.194,A
2073.385,2078.694,A
2084.548,2085.728,A
2090.326,2092.684,A
2101.82,2102.436,A
2109.68,2112.569,A
2128.61,2137.362,A
2147.685,2148.317,A
2151.868,2155.909,A
2158.986,2159.485,A
2167.087,2168.615,A
2179.44,2187.203,A
2193.5,2193.799,A
2196.926,2201.109,A
2203.408,2204.257,A
2216.456,2219.857,A
2239.787,2288.915,A
2293.0,2294.597,A
2297.76,2307.924,A
2392.449,2392.84,A
