54.728,75.6,A
76.656,102.144,A
103.92,173.856,A
187.44,284.928,A
286.592,301.2,A
302.208,315.472,A
320.356,320.976,A
322.96,325.664,A
334.624,335.072,A
342.96,348.368,A
349.44,350.192,A
352.144,361.181,A
362.832,393.44,A
394.704,433.854,A
437.344,449.504,A
450.912,454.972,A
456.96,498.795,A
522.896,544.34,A
551.744,552.286,A
555.291,570.304,A
574.61,575.457,A
581.88,610.4,A
624.64,625.04,A
626.576,627.031,A
628.336,645.408,A
646.299,647.599,A
650.752,652.192,A
656.059,725.592,A
744.541,756.865,A
758.977,759.632,A
760.784,761.232,A
765.76,782.928,A
794.256,795.667,A
808.864,809.539,A
835.536,836.544,A
838.016,841.984,A
852.826,853.634,A
864.072,865.824,A
869.008,869.312,A
871.824,872.656,A
891.631,892.338,A
899.323,900.496,A
914.672,915.993,A
921.168,922.224,A
929.286,976.032,A
981.091,981.933,A
992.64,993.632,A
1004.944,1005.629,A
1016.208,1017.312,A
1031.888,1032.48,A
1037.536,1052.608,A
1055.392,1056.976,A
1063.264,1070.147,A
1070.944,1071.632,A
1079.28,1079.76,A
1084.048,1084.8,A
1086.752,1088.08,A
1089.088,1089.808,A
1098.912,1099.298,A
1105.152,1114.653,A
1124.784,1125.44,A
1138.304,1140.608,A
1141.872,1149.581,A
1160.364,1162.16,A
1169.344,1169.96,A
1173.904,1180.192,A
1181.456,1186.3,A
1188.688,1189.056,A
1197.28,1209.915,A
1214.432,1217.632,A
1219.655,1220.362,A
1222.224,1234.32,A
1239.568,1259.904,A
1264.528,1266.641,A
1268.188,1268.632,A
1274.995,1275.6,A
1279.024,1281.187,A
1284.064,1284.756,A
1300.867,1301.507,A
1310.96,1311.728,A
1314.048,1330.352,A
1332.057,1333.359,A
1336.832,1337.184,A
1342.496,1348.272,A
1352.56,1353.008,A
1366.153,1368.608,A
1372.182,1375.344,A
1387.883,1389.024,A
1400.592,1401.84,A
1406.208,1407.536,A
1417.344,1421.824,A
1421.824,1422.304,A
1426.976,1428.413,A
1435.344,1444.726,A
1448.429,1448.977,A
1458.924,1459.728,A
1470.547,1472.714,A
1474.934,1488.672,A
1491.68,1492.417,A
1495.808,1496.608,A
1506.576,1532.908,A
1539.504,1540.046,A
1545.12,1545.648,A
1563.888,1564.459,A
1569.056,1571.553,A
1573.408,1574.352,A
1580.592,1582.327,A
1592.608,1593.049,A
1594.208,1594.768,A
1596.977,1598.16,A
1604.704,1605.104,A
1607.216,1607.624,A
1609.216,1618.87,A
1620.76,1622.084,A
1625.152,1628.592,A
1632.192,1634.864,A
1643.44,1665.883,A
1667.12,1668.544,A
1674.944,1675.429,A
1690.256,1691.018,A
1693.171,1693.676,A
1696.336,1713.6,A
1720.928,1721.424,A
1732.992,1739.568,A
1745.84,1747.072,A
1748.16,1749.433,A
1752.352,1760.801,A
1761.76,1762.724,A
1781.808,1782.224,A
1804.08,1804.56,A
1810.344,1810.848,A
1812.604,1828.212,A
1830.096,1854.288,A
1855.28,1858.944,A
1860.096,1861.597,A
1864.541,1864.985,A
1870.16,1871.44,A
1872.491,1872.861,A
1877.008,1879.41,A
1880.679,1881.123,A
1885.008,1888.333,A
1889.648,1907.744,A
1908.578,1909.17,A
1911.84,1912.548,A
1915.605,1931.848,A
1934.576,1936.144,A
1938.48,1940.896,A
1942.56,1944.427,A
1947.696,1949.04,A
1959.632,1960.387,A
1961.344,1961.696,A
1963.2,1975.456,A
1977.072,1982.432,A
246.592,247.04,B
574.259,584.132,B
617.348,617.829,B
717.131,717.501,B
727.008,743.36,B
749.744,750.064,B
755.386,765.019,B
1185.728,1186.738,B
1188.304,1193.312,B
1196.384,1197.11,B
1198.94,1201.859,B
1265.136,1275.632,B
1282.928,1283.12,B
1284.63,1285.443,B
1301.568,1302.043,B
1329.2,1330.865,B
1335.872,1338.152,B
1352.752,1356.672,B
1361.408,1361.664,B
1376.864,1384.272,B
1386.083,1388.302,B
1394.624,1395.872,B
1405.168,1405.424,B
1415.359,1419.72,B
1421.789,1423.503,B
1666.8,1668.572,B
1755.7,1756.645,B
1761.725,1770.24,B
1771.792,1773.104,B
1871.728,1876.144,B
1878.88,1882.064,B
1884.544,1884.93,B
1890.907,1891.351,B
1900.186,1903.549,B
1904.304,1905.031,B
1908.032,1909.071,B
1910.128,1913.051,B
1913.813,1914.235,B
1917.194,1917.638,B
1936.208,1937.488,B
1938.719,1942.821,B
48.583,49.616,C
242.992,244.624,C
281.544,282.173,C
283.623,287.981,C
301.376,302.256,C
322.576,323.152,C
328.352,328.827,C
362.144,362.673,C
433.472,436.145,C
439.065,439.92,C
450.064,450.48,C
572.576,574.22,C
638.163,638.57,C
645.568,655.792,C
809.741,811.517,C
872.734,910.096,C
917.456,919.084,C
919.856,929.056,C
975.984,1006.656,C
1013.766,1017.975,C
1031.235,1032.75,C
1034.266,1034.939,C
1072.048,1077.616,C
1079.008,1093.472,C
1098.507,1098.951,C
1102.381,1103.02,C
1146.48,1159.615,C
1173.616,1175.565,C
1182.941,1183.57,C
1194.368,1199.328,C
1199.328,1203.176,C
1238.72,1239.356,C
1256.896,1257.184,C
1258.784,1262.256,C
1295.449,1295.926,C
1302.048,1313.37,C
1326.113,1330.4,C
1330.4,1342.248,C
1347.104,1351.744,C
1355.229,1355.673,C
1356.816,1366.055,C
1366.055,1370.407,C
1373.296,1374.479,C
1375.28,1376.738,C
1379.36,1379.568,C
1384.993,1385.4,C
1404.16,1404.71,C
1422.274,1428.604,C
1429.072,1437.756,C
1439.811,1440.218,C
1481.836,1486.493,C
1496.45,1506.656,C
1595.284,1596.464,C
1632.088,1633.936,C
1636.529,1637.04,C
1638.304,1644.593,C
1645.472,1646.138,C
1662.928,1663.312,C
1664.057,1666.592,C
1668.688,1679.184,C
