  <Transcript StartTime="0.0" EndTime="5318.936">
    <Segment StartTime="0.000" EndTime="1.770" Participant="fe068">
    <Segment StartTime="1.177" EndTime="4.117" Participant="fe069">
    <Segment StartTime="4.117" EndTime="6.187" Participant="fe069">
    <Segment StartTime="4.292" EndTime="5.999" CloseMic="false">
    <Segment StartTime="4.462" EndTime="9.374" Participant="fe008">
    <Segment StartTime="9.374" EndTime="11.850" Participant="fe008">
    <Segment StartTime="10.519" EndTime="11.683" Participant="me011" CloseMic="false">
    <Segment StartTime="11.850" EndTime="13.020" Participant="fe008">
    <Segment StartTime="11.941" EndTime="14.683" Participant="fe069">
    <Segment StartTime="12.756" EndTime="13.758" Participant="me070">
    <Segment StartTime="13.020" EndTime="16.287" Participant="fe008">
    <Segment StartTime="14.978" EndTime="16.341" Participant="me011" CloseMic="false">
    <Segment StartTime="16.287" EndTime="17.510" Participant="fe008">
    <Segment StartTime="16.320" EndTime="16.770" Participant="fe066">
    <Segment StartTime="16.341" EndTime="17.214" Participant="me011" CloseMic="false">
    <Segment StartTime="17.840" EndTime="18.280" Participant="fe067">
    <Segment StartTime="17.956" EndTime="22.369" Participant="fe069">
    <Segment StartTime="18.491" EndTime="19.136" Participant="me070">
    <Segment StartTime="19.200" EndTime="22.646" Participant="fe008">
    <Segment StartTime="21.327" EndTime="29.414" Participant="me011" CloseMic="false">
    <Segment StartTime="21.628" EndTime="22.415" Participant="me070">
    <Segment StartTime="22.369" EndTime="53.862" Participant="fe069">
    <Segment StartTime="24.069" EndTime="24.630" Participant="fe008">
    <Segment StartTime="26.553" EndTime="27.274" Participant="fe067">
    <Segment StartTime="27.000" EndTime="27.630" Participant="fe066">
    <Segment StartTime="29.898" EndTime="31.003" Participant="me011" CloseMic="false">
    <Segment StartTime="31.132" EndTime="33.550" Participant="me011" CloseMic="false">
    <Segment StartTime="33.388" EndTime="35.219" Participant="me070">
    <Segment StartTime="34.090" EndTime="35.251" Participant="fe067">
    <Segment StartTime="34.229" EndTime="43.426" Participant="me011" CloseMic="false">
    <Segment StartTime="36.277" EndTime="37.910" Participant="fe066">
    <Segment StartTime="45.149" EndTime="45.588" Participant="fe068">
    <Segment StartTime="47.652" EndTime="50.320" Participant="fe008">
    <Segment StartTime="48.005" EndTime="50.150" Participant="fe066">
    <Segment StartTime="50.320" EndTime="51.270" Participant="fe008">
    <Segment StartTime="52.705" EndTime="57.914" Participant="me011" CloseMic="false">
    <Segment StartTime="52.780" EndTime="59.509" Participant="fe008">
    <Segment StartTime="53.620" EndTime="55.870" Participant="me070">
    <Segment StartTime="53.862" EndTime="54.522" Participant="fe069">
    <Segment StartTime="54.770" EndTime="55.267" Participant="fe067">
    <Segment StartTime="59.509" EndTime="62.195" Participant="fe008">
    <Segment StartTime="61.676" EndTime="62.130" Participant="me070">
    <Segment StartTime="62.619" EndTime="64.347" CloseMic="false">
    <Segment StartTime="62.797" EndTime="68.614" Participant="fe008">
    <Segment StartTime="69.440" EndTime="72.220" Participant="fe008">
    <Segment StartTime="71.480" EndTime="71.920" Participant="fe069">
    <Segment StartTime="72.978" EndTime="76.371" Participant="fe008">
    <Segment StartTime="76.604" EndTime="78.745" Participant="fe008">
    <Segment StartTime="78.981" EndTime="86.560" Participant="fe008">
    <Segment StartTime="87.683" EndTime="89.200" Participant="fe008">
    <Segment StartTime="89.562" EndTime="92.505" Participant="fe008">
    <Segment StartTime="89.600" EndTime="90.440" Participant="fe069">
    <Segment StartTime="90.000" EndTime="151.793" CloseMic="false">
    <Segment StartTime="90.891" EndTime="93.737" Participant="fe066">
    <Segment StartTime="92.505" EndTime="93.210" Participant="fe008">
    <Segment StartTime="92.528" EndTime="93.757" Participant="fe067">
    <Segment StartTime="93.422" EndTime="100.260" Participant="fe008">
    <Segment StartTime="100.560" EndTime="101.170" Participant="fe008">
    <Segment StartTime="101.170" EndTime="102.153" Participant="fe008">
    <Segment StartTime="102.153" EndTime="106.910" Participant="fe008">
    <Segment StartTime="107.220" EndTime="117.057" Participant="fe008">
    <Segment StartTime="112.689" EndTime="114.104" Participant="fe066">
    <Segment StartTime="117.425" EndTime="124.890" Participant="fe008">
    <Segment StartTime="119.450" EndTime="123.664" Participant="me070">
    <Segment StartTime="120.698" EndTime="125.789" Participant="fe069">
    <Segment StartTime="122.540" EndTime="125.540" Participant="fe068">
    <Segment StartTime="122.850" EndTime="123.568" Participant="fe066">
    <Segment StartTime="123.664" EndTime="125.030" Participant="me070">
    <Segment StartTime="124.890" EndTime="130.550" Participant="fe008">
    <Segment StartTime="126.870" EndTime="127.530" Participant="me070">
    <Segment StartTime="129.830" EndTime="134.274" Participant="fe069">
    <Segment StartTime="133.430" EndTime="139.730" Participant="fe008">
    <Segment StartTime="135.281" EndTime="135.791" Participant="fe069">
    <Segment StartTime="138.676" EndTime="139.330" Participant="fe069">
    <Segment StartTime="139.730" EndTime="142.614" Participant="fe008">
    <Segment StartTime="142.160" EndTime="142.620" Participant="fe068">
    <Segment StartTime="142.614" EndTime="145.711" Participant="fe008">
    <Segment StartTime="146.052" EndTime="153.085" Participant="fe008">
    <Segment StartTime="151.528" EndTime="152.867" Participant="fe068">
    <Segment StartTime="151.793" EndTime="155.219" CloseMic="false">
    <Segment StartTime="151.889" EndTime="153.553" Participant="fe066">
    <Segment StartTime="153.030" EndTime="153.502" Participant="fe067">
    <Segment StartTime="153.085" EndTime="154.606" Participant="fe008">
    <Segment StartTime="153.550" EndTime="153.980" Participant="me070">
    <Segment StartTime="154.020" EndTime="154.580" Participant="fe068">
    <Segment StartTime="154.606" EndTime="160.193" Participant="fe008">
    <Segment StartTime="160.193" EndTime="161.682" Participant="fe008">
    <Segment StartTime="161.040" EndTime="161.640" Participant="me070">
    <Segment StartTime="161.115" EndTime="161.849" Participant="fe066">
    <Segment StartTime="161.600" EndTime="162.100" Participant="fe069">
    <Segment StartTime="161.682" EndTime="162.752" Participant="fe008">
    <Segment StartTime="161.693" EndTime="163.530" Participant="fe068">
