  <Transcript StartTime="0.0" EndTime="3353.302">
    <Segment StartTime="0.000" EndTime="1.858" Participant="fe008">
    <Segment StartTime="0.340" EndTime="1.426" Participant="me011">
    <Segment StartTime="1.389" EndTime="4.890" Participant="me013">
    <Segment StartTime="1.717" EndTime="2.572" Participant="mn017">
    <Segment StartTime="2.598" EndTime="3.900" Participant="mn017">
    <Segment StartTime="4.090" EndTime="7.650" Participant="mn017">
    <Segment StartTime="5.890" EndTime="7.000" Participant="me001">
    <Segment StartTime="6.122" EndTime="8.500" Participant="me011">
    <Segment StartTime="6.360" EndTime="8.650" Participant="me018">
    <Segment StartTime="6.426" EndTime="7.920" Participant="mn014">
    <Segment StartTime="6.615" EndTime="10.032" Participant="me013">
    <Segment StartTime="7.513" EndTime="9.226" Participant="me001">
    <Segment StartTime="7.920" EndTime="12.786" Participant="mn014">
    <Segment StartTime="8.710" EndTime="9.470" Participant="me018">
    <Segment StartTime="8.790" EndTime="13.190" Participant="fe008">
    <Segment StartTime="9.959" EndTime="12.390" Participant="mn017">
    <Segment StartTime="9.960" EndTime="11.470" Participant="me001">
    <Segment StartTime="10.671" EndTime="15.000" Participant="me013">
    <Segment StartTime="10.740" EndTime="11.931" Participant="me011">
    <Segment StartTime="12.390" EndTime="14.850" Participant="mn017">
    <Segment StartTime="13.290" EndTime="13.850" Participant="me018">
    <Segment StartTime="13.590" EndTime="14.348" Participant="fe008">
    <Segment StartTime="13.840" EndTime="15.023" Participant="mn014">
    <Segment StartTime="13.963" EndTime="14.672" Participant="me011">
    <Segment StartTime="14.348" EndTime="16.155" Participant="fe008">
    <Segment StartTime="14.672" EndTime="16.448" Participant="me011">
    <Segment StartTime="16.774" EndTime="17.791" Participant="me013">
    <Segment StartTime="17.007" EndTime="18.488" Participant="me001">
    <Segment StartTime="17.089" EndTime="18.631" Participant="fe008">
    <Segment StartTime="18.631" EndTime="21.115" Participant="fe008">
    <Segment StartTime="18.827" EndTime="20.011" Participant="mn017">
    <Segment StartTime="20.030" EndTime="20.790" Participant="me011">
    <Segment StartTime="20.970" EndTime="22.270" Participant="me013">
    <Segment StartTime="21.280" EndTime="24.750" Participant="me018">
    <Segment StartTime="22.598" EndTime="22.935" Participant="me013">
    <Segment StartTime="24.750" EndTime="29.710" Participant="me018">
    <Segment StartTime="27.330" EndTime="28.340" Participant="mn017">
    <Segment StartTime="28.824" EndTime="29.564" Participant="me013">
    <Segment StartTime="29.660" EndTime="34.009" Participant="mn014">
