  <Transcript StartTime="0.0" EndTime="2381.491">
    <Segment StartTime="10.500" EndTime="11.390" Participant="mn015">
    <Segment StartTime="10.948" EndTime="43.833" CloseMic="false">
    <Segment StartTime="10.950" EndTime="11.712" Participant="fe004">
    <Segment StartTime="11.417" EndTime="13.129" Participant="me003">
    <Segment StartTime="11.810" EndTime="13.060" Participant="fn050">
    <Segment StartTime="12.560" EndTime="15.290" Participant="fe004">
    <Segment StartTime="13.221" EndTime="15.087" Participant="mn015">
    <Segment StartTime="14.850" EndTime="18.790" Participant="me003">
    <Segment StartTime="16.180" EndTime="18.280" Participant="fe004">
    <Segment StartTime="17.879" EndTime="19.659" Participant="mn015">
    <Segment StartTime="19.659" EndTime="27.531" Participant="mn015">
    <Segment StartTime="20.223" EndTime="21.040" Participant="fn050">
    <Segment StartTime="20.550" EndTime="22.546" Participant="fe004">
    <Segment StartTime="22.560" EndTime="24.710" Participant="mn059">
    <Segment StartTime="23.303" EndTime="23.796" Participant="fe004">
    <Segment StartTime="23.440" EndTime="24.220" Participant="me003">
    <Segment StartTime="23.605" EndTime="24.609" Participant="fn050">
    <Segment StartTime="24.420" EndTime="26.026" Participant="me003">
    <Segment StartTime="25.519" EndTime="26.761" Participant="fe004">
    <Segment StartTime="25.808" EndTime="26.727" Participant="fn050">
    <Segment StartTime="26.026" EndTime="28.600" Participant="me003">
    <Segment StartTime="27.188" EndTime="28.262" Participant="fe004">
    <Segment StartTime="27.345" EndTime="28.153" Participant="fn050">
    <Segment StartTime="28.635" EndTime="29.748" Participant="mn015">
    <Segment StartTime="28.728" EndTime="29.954" Participant="fe004">
    <Segment StartTime="30.339" EndTime="31.842" Participant="fn050">
    <Segment StartTime="31.060" EndTime="35.421" Participant="fe004">
    <Segment StartTime="31.230" EndTime="32.030" Participant="me003">
    <Segment StartTime="34.417" EndTime="37.760" Participant="fn050">
    <Segment StartTime="35.260" EndTime="35.990" Participant="me003">
    <Segment StartTime="36.990" EndTime="40.700" Participant="me003">
    <Segment StartTime="37.160" EndTime="39.470" Participant="mn015">
    <Segment StartTime="38.076" EndTime="39.188" Participant="fn050">
    <Segment StartTime="40.911" EndTime="41.605" Participant="fn050">
    <Segment StartTime="41.113" EndTime="42.937" Participant="fe004">
    <Segment StartTime="43.825" EndTime="44.767" Participant="fn050">
    <Segment StartTime="44.120" EndTime="45.136" Participant="fe004">
    <Segment StartTime="44.738" EndTime="46.591" Participant="me003">
    <Segment StartTime="45.453" EndTime="46.919" Participant="fe004">
