  <Transcript StartTime="0.0" EndTime="1569.651">
    <Segment StartTime="0.000" EndTime="1.276" Participant="me051">
    <Segment StartTime="0.480" EndTime="1.480" Participant="me011">
    <Segment StartTime="1.480" EndTime="2.599" Participant="me011">
    <Segment StartTime="1.830" EndTime="2.459" Participant="mn014">
    <Segment StartTime="2.459" EndTime="2.581" Participant="mn014">
    <Segment StartTime="2.581" EndTime="3.289" Participant="mn014">
    <Segment StartTime="2.599" EndTime="3.274" Participant="me011">
    <Segment StartTime="4.333" EndTime="5.740" Participant="mn014">
    <Segment StartTime="6.210" EndTime="11.622" Participant="me011">
    <Segment StartTime="11.622" EndTime="15.525" Participant="me011">
    <Segment StartTime="15.525" EndTime="19.206" Participant="me011">
    <Segment StartTime="19.722" EndTime="22.589" Participant="me011">
    <Segment StartTime="22.940" EndTime="25.317" Participant="me011">
    <Segment StartTime="25.317" EndTime="28.323" Participant="me011">
    <Segment StartTime="26.710" EndTime="28.754" Participant="mn014">
    <Segment StartTime="28.951" EndTime="30.750" Participant="me011">
    <Segment StartTime="30.750" EndTime="33.968" Participant="me011">
    <Segment StartTime="33.514" EndTime="34.504" Participant="me018">
    <Segment StartTime="33.968" EndTime="37.660" Participant="me011">
    <Segment StartTime="34.504" EndTime="35.740" Participant="me018">
    <Segment StartTime="37.534" EndTime="38.050" Participant="me001">
    <Segment StartTime="37.660" EndTime="41.310" Participant="me011">
    <Segment StartTime="41.923" EndTime="42.920" Participant="me018">
    <Segment StartTime="41.986" EndTime="45.150" Participant="me011">
    <Segment StartTime="45.517" EndTime="48.270" Participant="me011">
    <Segment StartTime="47.490" EndTime="48.790" Participant="me001">
    <Segment StartTime="48.906" EndTime="51.965" Participant="me011">
    <Segment StartTime="50.800" EndTime="51.820" Participant="mn014">
    <Segment StartTime="50.800" EndTime="52.140" Participant="me018">
    <Segment StartTime="51.398" EndTime="52.410" Participant="me051">
    <Segment StartTime="52.159" EndTime="53.230" Participant="me001">
    <Segment StartTime="53.002" EndTime="54.090" Participant="me011">
    <Segment StartTime="53.195" EndTime="53.974" Participant="mn014">
    <Segment StartTime="53.974" EndTime="56.346" Participant="mn014">
    <Segment StartTime="54.020" EndTime="56.950" Participant="me001">
    <Segment StartTime="55.020" EndTime="58.121" Participant="me018">
    <Segment StartTime="58.121" EndTime="65.080" Participant="me018">
    <Segment StartTime="61.654" EndTime="62.228" Participant="me001">
    <Segment StartTime="64.717" EndTime="65.188" Participant="me001">
    <Segment StartTime="65.322" EndTime="67.960" Participant="me018">
