  <Transcript StartTime="0.0" EndTime="3586.171">
    <Segment StartTime="0.323" EndTime="1.460" Participant="me011">
    <Segment StartTime="1.286" EndTime="1.840" Participant="me001">
    <Segment StartTime="1.622" EndTime="2.631" Participant="me013">
    <Segment StartTime="2.304" EndTime="5.340" Participant="me011">
    <Segment StartTime="2.354" EndTime="2.947" Participant="me001">
    <Segment StartTime="2.374" EndTime="2.898" Participant="mn017">
    <Segment StartTime="3.392" EndTime="4.123" Participant="fe008">
    <Segment StartTime="4.233" EndTime="14.340" Participant="me001">
    <Segment StartTime="6.250" EndTime="6.719" Participant="mn017">
    <Segment StartTime="6.488" EndTime="7.121" Participant="fe008">
    <Segment StartTime="7.398" EndTime="8.071" CloseMic="false">
    <Segment StartTime="8.110" EndTime="10.721" Participant="me011">
    <Segment StartTime="9.692" EndTime="12.551" Participant="me013">
    <Segment StartTime="11.433" EndTime="13.741" Participant="me011">
    <Segment StartTime="14.622" EndTime="23.990" Participant="me011">
    <Segment StartTime="19.426" EndTime="21.265" Participant="fe008">
    <Segment StartTime="19.485" EndTime="20.375" CloseMic="false">
    <Segment StartTime="21.685" EndTime="23.425" Participant="me013">
    <Segment StartTime="21.903" EndTime="22.564" Participant="mn017">
    <Segment StartTime="23.425" EndTime="25.720" Participant="me013">
    <Segment StartTime="24.432" EndTime="32.697" Participant="me001">
    <Segment StartTime="25.119" EndTime="29.020" Participant="mn017">
    <Segment StartTime="27.884" EndTime="28.589" Participant="me011">
    <Segment StartTime="29.287" EndTime="33.858" Participant="me013">
    <Segment StartTime="34.387" EndTime="35.757" Participant="me013">
    <Segment StartTime="35.757" EndTime="36.865" Participant="me013">
    <Segment StartTime="36.865" EndTime="39.786" Participant="me013">
    <Segment StartTime="39.786" EndTime="44.190" Participant="me013">
    <Segment StartTime="44.087" EndTime="44.860" Participant="me011">
    <Segment StartTime="44.190" EndTime="45.524" Participant="me013">
    <Segment StartTime="45.524" EndTime="45.996" Participant="me013">
    <Segment StartTime="46.501" EndTime="48.219" Participant="me013">
    <Segment StartTime="47.383" EndTime="49.855" Participant="me011">
    <Segment StartTime="48.767" EndTime="49.120" Participant="me013">
    <Segment StartTime="49.120" EndTime="50.787" Participant="me013">
    <Segment StartTime="50.691" EndTime="51.235" Participant="me011">
    <Segment StartTime="52.030" EndTime="52.663" Participant="me013">
    <Segment StartTime="52.075" EndTime="56.250" Participant="mn017">
    <Segment StartTime="53.938" EndTime="54.492" Participant="me001">
    <Segment StartTime="54.028" EndTime="55.136" Participant="me013">
    <Segment StartTime="54.148" EndTime="55.020" Participant="me011">
    <Segment StartTime="54.976" EndTime="55.411" Participant="fe008">
    <Segment StartTime="54.996" EndTime="55.609" Participant="mn014">
    <Segment StartTime="55.729" EndTime="56.436" Participant="me013">
    <Segment StartTime="56.250" EndTime="58.155" Participant="mn017">
    <Segment StartTime="56.436" EndTime="59.140" Participant="me013">
    <Segment StartTime="57.650" EndTime="62.107" Participant="me011">
