  <Transcript StartTime="0.0" EndTime="2211.973">
    <Segment StartTime="0.000" EndTime="0.804" Participant="me001">
    <Segment StartTime="0.000" EndTime="3.200" Participant="me018">
    <Segment StartTime="0.530" EndTime="1.430" Participant="me011">
    <Segment StartTime="1.375" EndTime="4.040" Participant="mn014">
    <Segment StartTime="2.150" EndTime="4.200" Participant="fe008">
    <Segment StartTime="3.237" EndTime="6.122" Participant="me011">
    <Segment StartTime="5.930" EndTime="7.020" Participant="fe008">
    <Segment StartTime="6.122" EndTime="7.874" Participant="me011">
    <Segment StartTime="7.874" EndTime="15.630" Participant="me011">
    <Segment StartTime="15.630" EndTime="20.610" Participant="me011">
    <Segment StartTime="19.946" EndTime="21.245" Participant="me001">
    <Segment StartTime="20.560" EndTime="21.850" Participant="fe008">
    <Segment StartTime="20.800" EndTime="27.820" Participant="me011">
    <Segment StartTime="21.296" EndTime="22.860" Participant="mn017">
    <Segment StartTime="22.860" EndTime="23.720" Participant="fe008">
    <Segment StartTime="24.470" EndTime="25.440" Participant="fe008">
    <Segment StartTime="27.820" EndTime="30.269" Participant="me018">
    <Segment StartTime="27.935" EndTime="28.944" Participant="mn017">
    <Segment StartTime="29.512" EndTime="30.700" Participant="me001">
    <Segment StartTime="29.520" EndTime="32.355" Participant="mn017">
    <Segment StartTime="29.620" EndTime="30.269" Participant="me011">
    <Segment StartTime="32.048" EndTime="33.380" Participant="me011">
    <Segment StartTime="32.456" EndTime="32.983" Participant="mn014">
    <Segment StartTime="33.023" EndTime="33.790" Participant="me001">
    <Segment StartTime="33.790" EndTime="34.680" Participant="mn014">
    <Segment StartTime="34.422" EndTime="36.426" Participant="me018">
    <Segment StartTime="36.430" EndTime="37.021" Participant="me011">
    <Segment StartTime="36.818" EndTime="37.780" Participant="me001">
    <Segment StartTime="37.780" EndTime="39.630" Participant="me011">
    <Segment StartTime="40.370" EndTime="45.470" Participant="me011">
    <Segment StartTime="43.880" EndTime="45.364" Participant="me018">
    <Segment StartTime="43.909" EndTime="46.647" Participant="mn017">
    <Segment StartTime="44.900" EndTime="47.370" Participant="mn014">
    <Segment StartTime="45.810" EndTime="46.770" Participant="fe008">
    <Segment StartTime="46.520" EndTime="49.560" Participant="me011">
    <Segment StartTime="49.880" EndTime="55.240" Participant="me011">
    <Segment StartTime="55.400" EndTime="56.267" Participant="me011">
    <Segment StartTime="56.267" EndTime="60.274" Participant="me011">
    <Segment StartTime="60.274" EndTime="62.642" Participant="me011">
    <Segment StartTime="62.970" EndTime="64.000" Participant="fe008">
    <Segment StartTime="63.487" EndTime="66.629" Participant="me011">
    <Segment StartTime="66.760" EndTime="68.006" Participant="fe008">
    <Segment StartTime="68.006" EndTime="74.030" Participant="fe008">
    <Segment StartTime="74.110" EndTime="77.364" Participant="me011">
    <Segment StartTime="75.900" EndTime="76.650" Participant="fe008">
    <Segment StartTime="77.238" EndTime="77.876" Participant="fe008">
    <Segment StartTime="77.290" EndTime="78.480" Participant="me018">
    <Segment StartTime="77.480" EndTime="77.972" Participant="mn014">
    <Segment StartTime="78.364" EndTime="78.873" Participant="me011">
    <Segment StartTime="78.873" EndTime="80.400" Participant="me011">
    <Segment StartTime="79.266" EndTime="80.867" Participant="mn014">
    <Segment StartTime="80.400" EndTime="80.874" Participant="me011">
    <Segment StartTime="80.867" EndTime="81.365" Participant="mn014">
    <Segment StartTime="80.874" EndTime="81.511" Participant="me011">
    <Segment StartTime="81.365" EndTime="81.968" Participant="mn014">
    <Segment StartTime="82.390" EndTime="85.410" Participant="me011">
