  <Transcript StartTime="0.0" EndTime="2931.915">
    <Segment StartTime="0.237" EndTime="1.325" Participant="me011">
    <Segment StartTime="1.454" EndTime="4.153" Participant="me018">
    <Segment StartTime="3.957" EndTime="5.934" Participant="me011">
    <Segment StartTime="5.518" EndTime="5.935" Participant="fe016">
    <Segment StartTime="5.935" EndTime="6.910" Participant="fe016">
    <Segment StartTime="6.072" EndTime="8.743" Participant="fe008">
    <Segment StartTime="7.830" EndTime="9.178" Participant="me018">
    <Segment StartTime="9.059" EndTime="10.048" CloseMic="false">
    <Segment StartTime="9.070" EndTime="9.989" Participant="me011">
    <Segment StartTime="9.534" EndTime="9.730" Participant="me018">
    <Segment StartTime="9.720" EndTime="10.424" Participant="me051">
    <Segment StartTime="11.136" EndTime="12.430" Participant="me051">
    <Segment StartTime="11.195" EndTime="11.591" Participant="me013">
    <Segment StartTime="12.388" EndTime="15.854" Participant="fe008">
    <Segment StartTime="12.956" EndTime="14.260" Participant="me001">
    <Segment StartTime="14.495" EndTime="15.996" Participant="me011">
    <Segment StartTime="14.874" EndTime="15.770" Participant="me051">
    <Segment StartTime="15.260" EndTime="18.574" Participant="me013">
    <Segment StartTime="15.384" EndTime="17.790" Participant="me018">
    <Segment StartTime="15.684" EndTime="16.357" Participant="me001">
    <Segment StartTime="16.270" EndTime="18.545" Participant="fe008">
    <Segment StartTime="16.279" EndTime="17.760" Participant="me011">
    <Segment StartTime="18.574" EndTime="21.241" Participant="me013">
    <Segment StartTime="19.281" EndTime="21.301" Participant="me011">
    <Segment StartTime="22.013" EndTime="23.309" Participant="me011">
    <Segment StartTime="24.951" EndTime="25.708" Participant="me013">
    <Segment StartTime="26.750" EndTime="31.020" Participant="me011">
    <Segment StartTime="30.962" EndTime="31.773" Participant="me013">
    <Segment StartTime="31.475" EndTime="32.202" Participant="me011">
    <Segment StartTime="33.134" EndTime="34.324" Participant="me013">
    <Segment StartTime="34.199" EndTime="34.793" Participant="me011">
    <Segment StartTime="34.324" EndTime="38.181" Participant="me013">
    <Segment StartTime="35.560" EndTime="41.703" Participant="me011">
    <Segment StartTime="41.393" EndTime="42.324" Participant="me001">
    <Segment StartTime="41.418" EndTime="43.350" Participant="me018">
    <Segment StartTime="41.703" EndTime="43.940" Participant="me011">
    <Segment StartTime="42.119" EndTime="42.562" Participant="me013">
    <Segment StartTime="42.928" EndTime="43.917" Participant="me013">
    <Segment StartTime="43.917" EndTime="50.286" Participant="me013">
    <Segment StartTime="45.299" EndTime="45.931" Participant="me011">
    <Segment StartTime="50.286" EndTime="57.229" Participant="me013">
    <Segment StartTime="50.713" EndTime="50.897" Participant="me011">
    <Segment StartTime="51.383" EndTime="51.601" Participant="me011">
    <Segment StartTime="52.450" EndTime="53.586" Participant="me011">
    <Segment StartTime="55.420" EndTime="55.845" Participant="me011">
    <Segment StartTime="56.515" EndTime="58.400" Participant="me018">
    <Segment StartTime="57.229" EndTime="58.493" Participant="me013">
    <Segment StartTime="58.493" EndTime="58.909" Participant="me013">
    <Segment StartTime="58.930" EndTime="59.623" Participant="me011">
    <Segment StartTime="59.930" EndTime="60.170" Participant="me013">
    <Segment StartTime="60.117" EndTime="62.115" Participant="me011">
    <Segment StartTime="62.115" EndTime="67.760" Participant="me011">
    <Segment StartTime="66.892" EndTime="70.070" Participant="me013">
    <Segment StartTime="70.922" EndTime="71.427" Participant="me018">
    <Segment StartTime="71.009" EndTime="75.580" Participant="me011">
    <Segment StartTime="74.747" EndTime="75.269" Participant="me013">
    <Segment StartTime="77.496" EndTime="79.349" Participant="me013">
    <Segment StartTime="77.903" EndTime="81.070" Participant="me011">
    <Segment StartTime="79.920" EndTime="81.155" Participant="me013">
    <Segment StartTime="81.690" EndTime="84.283" Participant="me013">
    <Segment StartTime="81.990" EndTime="87.675" Participant="me011">
    <Segment StartTime="88.269" EndTime="89.913" Participant="me011">
    <Segment StartTime="91.122" EndTime="91.409" Participant="me011">
    <Segment StartTime="91.409" EndTime="94.719" Participant="me011">
    <Segment StartTime="94.555" EndTime="95.129" Participant="me013">
    <Segment StartTime="95.320" EndTime="95.793" Participant="me013">
    <Segment StartTime="95.690" EndTime="96.430" Participant="me011">
    <Segment StartTime="96.239" EndTime="98.660" Participant="me013">
    <Segment StartTime="97.750" EndTime="99.600" Participant="me011">
    <Segment StartTime="99.090" EndTime="103.871" Participant="me013">
    <Segment StartTime="103.846" EndTime="104.145" Participant="me011">
    <Segment StartTime="104.472" EndTime="109.853" Participant="me011">
    <Segment StartTime="106.441" EndTime="107.496" Participant="me013">
    <Segment StartTime="109.853" EndTime="114.461" Participant="me011">
    <Segment StartTime="114.461" EndTime="116.730" Participant="me011">
    <Segment StartTime="115.676" EndTime="119.098" Participant="me013">
    <Segment StartTime="118.690" EndTime="120.345" Participant="me011">
    <Segment StartTime="120.570" EndTime="121.601" Participant="me013">
    <Segment StartTime="121.601" EndTime="123.321" Participant="me013">
    <Segment StartTime="123.025" EndTime="123.734" Participant="me011">
    <Segment StartTime="123.321" EndTime="125.790" Participant="me013">
    <Segment StartTime="126.740" EndTime="127.396" Participant="me013">
    <Segment StartTime="127.960" EndTime="130.013" Participant="me013">
    <Segment StartTime="129.215" EndTime="132.200" Participant="me011">
    <Segment StartTime="131.055" EndTime="131.781" Participant="me013">
    <Segment StartTime="131.145" EndTime="132.312" Participant="fe008">
    <Segment StartTime="132.730" EndTime="135.663" Participant="fe008">
    <Segment StartTime="133.560" EndTime="134.074" Participant="me001">
    <Segment StartTime="136.248" EndTime="136.485" Participant="fe008">
    <Segment StartTime="136.526" EndTime="138.683" Participant="me011">
    <Segment StartTime="137.276" EndTime="138.068" Participant="fe008">
    <Segment StartTime="139.040" EndTime="140.699" Participant="me011">
    <Segment StartTime="139.116" EndTime="139.867" Participant="fe008">
    <Segment StartTime="140.779" EndTime="141.250" Participant="me013">
    <Segment StartTime="141.190" EndTime="143.910" Participant="me011">
    <Segment StartTime="141.250" EndTime="142.911" Participant="me013">
    <Segment StartTime="142.911" EndTime="149.498" Participant="me013">
    <Segment StartTime="143.006" EndTime="143.525" Participant="fe008">
    <Segment StartTime="148.033" EndTime="148.904" CloseMic="false">
    <Segment StartTime="149.498" EndTime="151.278" Participant="me013">
    <Segment StartTime="150.415" EndTime="151.921" Participant="fe008">
    <Segment StartTime="151.412" EndTime="154.500" Participant="mn017">
    <Segment StartTime="151.891" EndTime="152.663" Participant="me013">
    <Segment StartTime="154.246" EndTime="163.206" Participant="fe008">
    <Segment StartTime="154.273" EndTime="155.104" Participant="me013">
    <Segment StartTime="155.104" EndTime="156.393" Participant="me013">
    <Segment StartTime="156.393" EndTime="157.571" Participant="me013">
    <Segment StartTime="156.784" EndTime="157.536" Participant="mn017">
    <Segment StartTime="160.780" EndTime="162.461" Participant="mn017">
    <Segment StartTime="161.120" EndTime="161.733" Participant="me013">
    <Segment StartTime="163.206" EndTime="166.411" Participant="fe008">
    <Segment StartTime="163.830" EndTime="164.344" Participant="me013">
    <Segment StartTime="165.080" EndTime="166.750" Participant="me013">
    <Segment StartTime="166.868" EndTime="167.877" Participant="fe008">
    <Segment StartTime="167.112" EndTime="170.979" Participant="me013">
    <Segment StartTime="168.516" EndTime="174.470" Participant="mn017">
    <Segment StartTime="171.355" EndTime="178.822" Participant="me013">
    <Segment StartTime="179.336" EndTime="180.721" Participant="me013">
    <Segment StartTime="180.127" EndTime="181.245" Participant="me011">
    <Segment StartTime="181.245" EndTime="186.682" Participant="me011">
    <Segment StartTime="181.852" EndTime="182.762" Participant="mn017">
    <Segment StartTime="182.263" EndTime="182.676" Participant="me013">
    <Segment StartTime="183.360" EndTime="184.269" Participant="me013">
    <Segment StartTime="187.878" EndTime="190.700" Participant="me011">
    <Segment StartTime="190.912" EndTime="191.830" Participant="fe008">
    <Segment StartTime="191.333" EndTime="194.370" Participant="me011">
    <Segment StartTime="192.673" EndTime="197.390" Participant="me018">
    <Segment StartTime="193.336" EndTime="194.336" Participant="fe008">
    <Segment StartTime="196.739" EndTime="197.708" Participant="me011">
    <Segment StartTime="197.860" EndTime="198.436" Participant="me018">
    <Segment StartTime="197.948" EndTime="198.344" Participant="fe008">
    <Segment StartTime="198.130" EndTime="205.479" Participant="me011">
    <Segment StartTime="199.178" EndTime="200.227" Participant="me018">
    <Segment StartTime="205.479" EndTime="207.633" Participant="me011">
    <Segment StartTime="208.011" EndTime="210.630" Participant="me011">
    <Segment StartTime="209.246" EndTime="209.736" Participant="me013">
    <Segment StartTime="210.311" EndTime="211.656" Participant="me013">
    <Segment StartTime="211.290" EndTime="213.043" Participant="me011">
    <Segment StartTime="213.431" EndTime="214.490" Participant="me011">
    <Segment StartTime="213.996" EndTime="218.007" Participant="fe008">
    <Segment StartTime="214.236" EndTime="214.905" Participant="me013">
    <Segment StartTime="218.560" EndTime="225.757" Participant="fe008">
    <Segment StartTime="225.757" EndTime="231.752" Participant="fe008">
    <Segment StartTime="226.269" EndTime="226.559" Participant="me011">
    <Segment StartTime="232.126" EndTime="244.378" Participant="fe008">
    <Segment StartTime="241.530" EndTime="242.197" Participant="me011">
    <Segment StartTime="244.580" EndTime="251.192" Participant="me011">
    <Segment StartTime="251.210" EndTime="253.425" Participant="fe008">
    <Segment StartTime="252.390" EndTime="253.853" Participant="me011">
    <Segment StartTime="254.160" EndTime="259.289" Participant="fe008">
    <Segment StartTime="259.310" EndTime="259.597" Participant="me011">
    <Segment StartTime="260.258" EndTime="261.476" Participant="fe008">
