  <Transcript StartTime="0.0" EndTime="2634.355">
    <Segment StartTime="81.796" EndTime="86.020" Participant="mn015">
    <Segment StartTime="82.000" EndTime="82.560" Participant="fn050">
    <Segment StartTime="82.000" EndTime="82.562" CloseMic="false">
    <Segment StartTime="82.000" EndTime="82.554" Participant="me012">
    <Segment StartTime="82.000" EndTime="82.560" Participant="me003">
    <Segment StartTime="86.579" EndTime="87.480" Participant="me003">
    <Segment StartTime="86.830" EndTime="88.680" Participant="mn015">
    <Segment StartTime="89.295" EndTime="90.680" Participant="me003">
    <Segment StartTime="90.960" EndTime="92.607" Participant="mn015">
    <Segment StartTime="92.607" EndTime="93.542" Participant="mn015">
    <Segment StartTime="95.521" EndTime="97.160" Participant="mn015">
    <Segment StartTime="97.404" EndTime="99.292" Participant="fn050">
    <Segment StartTime="98.862" EndTime="99.204" Participant="mn015">
    <Segment StartTime="99.540" EndTime="101.060" Participant="mn015">
    <Segment StartTime="100.992" EndTime="101.909" Participant="fn050">
    <Segment StartTime="101.453" EndTime="105.940" Participant="me003">
    <Segment StartTime="101.909" EndTime="102.402" Participant="fn050">
    <Segment StartTime="102.402" EndTime="104.457" Participant="fn050">
    <Segment StartTime="104.457" EndTime="106.645" Participant="fn050">
    <Segment StartTime="105.940" EndTime="154.605" Participant="me003">
    <Segment StartTime="106.101" EndTime="108.221" Participant="mn015">
    <Segment StartTime="108.483" EndTime="109.097" Participant="fn050">
    <Segment StartTime="109.962" EndTime="110.880" Participant="mn015">
    <Segment StartTime="112.412" EndTime="112.875" Participant="mn015">
    <Segment StartTime="113.483" EndTime="114.029" Participant="mn015">
    <Segment StartTime="115.370" EndTime="117.360" Participant="mn015">
    <Segment StartTime="118.165" EndTime="118.360" Participant="mn015">
    <Segment StartTime="118.360" EndTime="119.800" Participant="mn015">
    <Segment StartTime="119.810" EndTime="120.542" Participant="mn015">
    <Segment StartTime="122.231" EndTime="123.400" Participant="mn015">
    <Segment StartTime="124.724" EndTime="127.110" Participant="mn015">
    <Segment StartTime="128.453" EndTime="130.610" Participant="mn015">
    <Segment StartTime="132.239" EndTime="133.420" Participant="mn015">
    <Segment StartTime="134.560" EndTime="139.567" Participant="mn015">
    <Segment StartTime="139.567" EndTime="140.621" Participant="mn015">
    <Segment StartTime="140.927" EndTime="144.030" Participant="mn015">
    <Segment StartTime="144.260" EndTime="146.020" Participant="mn015">
    <Segment StartTime="146.535" EndTime="147.620" Participant="mn015">
    <Segment StartTime="147.740" EndTime="148.150" Participant="mn015">
    <Segment StartTime="148.150" EndTime="149.531" Participant="mn015">
    <Segment StartTime="149.531" EndTime="152.050" Participant="mn015">
    <Segment StartTime="152.575" EndTime="152.835" Participant="mn015">
    <Segment StartTime="153.120" EndTime="156.190" Participant="mn015">
    <Segment StartTime="156.347" EndTime="158.390" Participant="mn015">
    <Segment StartTime="157.130" EndTime="160.790" Participant="me003">
    <Segment StartTime="161.450" EndTime="163.340" Participant="me003">
    <Segment StartTime="163.750" EndTime="164.430" Participant="me003">
    <Segment StartTime="165.729" EndTime="171.273" Participant="mn015">
    <Segment StartTime="171.980" EndTime="174.600" Participant="me003">
    <Segment StartTime="174.757" EndTime="175.671" Participant="mn015">
    <Segment StartTime="175.983" EndTime="180.000" Participant="mn015">
    <Segment StartTime="180.000" EndTime="180.770" Participant="mn015">
    <Segment StartTime="181.719" EndTime="182.403" Participant="me003">
    <Segment StartTime="182.640" EndTime="186.806" Participant="mn015">
    <Segment StartTime="186.990" EndTime="188.140" Participant="mn015">
    <Segment StartTime="188.140" EndTime="189.523" Participant="mn015">
    <Segment StartTime="189.570" EndTime="194.230" Participant="me003">
    <Segment StartTime="194.054" EndTime="196.319" Participant="mn015">
    <Segment StartTime="194.560" EndTime="195.268" Participant="me003">
    <Segment StartTime="196.319" EndTime="198.327" Participant="mn015">
    <Segment StartTime="198.327" EndTime="201.240" Participant="mn015">
    <Segment StartTime="201.570" EndTime="203.614" Participant="mn015">
    <Segment StartTime="204.190" EndTime="207.747" Participant="mn015">
    <Segment StartTime="208.420" EndTime="211.790" Participant="mn015">
    <Segment StartTime="212.660" EndTime="214.070" Participant="mn015">
    <Segment StartTime="215.315" EndTime="216.210" Participant="mn015">
    <Segment StartTime="216.320" EndTime="221.510" Participant="me003">
    <Segment StartTime="221.588" EndTime="221.860" Participant="mn015">
    <Segment StartTime="222.080" EndTime="222.840" Participant="me003">
    <Segment StartTime="224.000" EndTime="224.830" Participant="mn015">
    <Segment StartTime="225.740" EndTime="230.830" Participant="mn015">
    <Segment StartTime="226.297" EndTime="229.124" Participant="me003">
    <Segment StartTime="230.958" EndTime="231.866" Participant="mn015">
    <Segment StartTime="232.259" EndTime="234.931" Participant="mn015">
    <Segment StartTime="238.062" EndTime="238.947" Participant="mn015">
    <Segment StartTime="238.750" EndTime="240.440" Participant="me003">
    <Segment StartTime="240.896" EndTime="242.880" Participant="me003">
    <Segment StartTime="243.203" EndTime="244.355" Participant="me003">
    <Segment StartTime="244.355" EndTime="247.920" Participant="me003">
    <Segment StartTime="247.862" EndTime="252.030" Participant="mn015">
    <Segment StartTime="252.630" EndTime="253.330" Participant="me003">
    <Segment StartTime="253.330" EndTime="255.670" Participant="mn015">
    <Segment StartTime="254.420" EndTime="255.461" Participant="me003">
    <Segment StartTime="255.461" EndTime="257.408" Participant="me003">
    <Segment StartTime="258.048" EndTime="258.654" Participant="mn015">
    <Segment StartTime="258.100" EndTime="259.870" Participant="me003">
    <Segment StartTime="260.160" EndTime="261.815" Participant="me003">
    <Segment StartTime="261.815" EndTime="263.000" Participant="me003">
    <Segment StartTime="263.190" EndTime="264.372" Participant="mn015">
    <Segment StartTime="264.372" EndTime="264.810" Participant="mn015">
    <Segment StartTime="265.260" EndTime="267.390" Participant="me003">
    <Segment StartTime="267.080" EndTime="268.530" Participant="mn015">
    <Segment StartTime="268.520" EndTime="269.131" Participant="me003">
    <Segment StartTime="269.478" EndTime="271.930" Participant="me003">
    <Segment StartTime="271.500" EndTime="271.940" Participant="mn015">
    <Segment StartTime="272.516" EndTime="272.959" Participant="me003">
    <Segment StartTime="273.500" EndTime="274.132" Participant="mn015">
    <Segment StartTime="274.822" EndTime="276.177" Participant="mn015">
    <Segment StartTime="276.702" EndTime="278.850" Participant="mn015">
    <Segment StartTime="279.461" EndTime="283.330" Participant="mn015">
    <Segment StartTime="283.420" EndTime="284.782" Participant="mn015">
    <Segment StartTime="285.267" EndTime="291.440" Participant="mn015">
    <Segment StartTime="291.680" EndTime="293.220" Participant="mn015">
    <Segment StartTime="293.250" EndTime="298.830" Participant="mn015">
    <Segment StartTime="299.340" EndTime="303.755" Participant="mn015">
    <Segment StartTime="304.380" EndTime="305.530" Participant="mn015">
    <Segment StartTime="305.710" EndTime="306.604" Participant="mn015">
    <Segment StartTime="307.240" EndTime="310.670" Participant="mn015">
    <Segment StartTime="312.450" EndTime="314.180" Participant="mn015">
    <Segment StartTime="314.569" EndTime="317.218" Participant="me003">
    <Segment StartTime="317.161" EndTime="317.595" Participant="mn015">
    <Segment StartTime="318.770" EndTime="319.660" Participant="mn015">
    <Segment StartTime="320.940" EndTime="322.690" Participant="mn015">
    <Segment StartTime="323.350" EndTime="323.780" Participant="me003">
    <Segment StartTime="323.842" EndTime="325.750" Participant="mn015">
    <Segment StartTime="326.411" EndTime="330.240" Participant="mn015">
    <Segment StartTime="330.540" EndTime="332.200" Participant="mn015">
    <Segment StartTime="332.320" EndTime="334.570" Participant="mn015">
    <Segment StartTime="334.920" EndTime="337.120" Participant="mn015">
    <Segment StartTime="337.200" EndTime="340.520" Participant="mn015">
    <Segment StartTime="342.600" EndTime="344.520" Participant="mn015">
    <Segment StartTime="345.100" EndTime="350.270" Participant="mn015">
    <Segment StartTime="351.552" EndTime="357.294" Participant="me003">
    <Segment StartTime="358.550" EndTime="361.090" Participant="me003">
    <Segment StartTime="361.780" EndTime="364.188" Participant="me003">
    <Segment StartTime="364.800" EndTime="367.720" Participant="me003">
    <Segment StartTime="369.690" EndTime="370.341" Participant="mn015">
    <Segment StartTime="371.010" EndTime="372.390" Participant="mn015">
    <Segment StartTime="371.779" EndTime="375.923" Participant="me003">
    <Segment StartTime="372.390" EndTime="375.490" Participant="mn015">
    <Segment StartTime="377.180" EndTime="384.570" Participant="mn015">
    <Segment StartTime="385.070" EndTime="385.880" Participant="mn015">
    <Segment StartTime="387.610" EndTime="389.060" Participant="mn015">
    <Segment StartTime="390.850" EndTime="394.349" Participant="mn015">
    <Segment StartTime="394.400" EndTime="394.885" Participant="me003">
    <Segment StartTime="395.540" EndTime="397.690" Participant="mn015">
    <Segment StartTime="397.840" EndTime="400.660" Participant="mn015">
    <Segment StartTime="400.477" EndTime="403.390" Participant="me003">
    <Segment StartTime="403.820" EndTime="405.900" Participant="mn015">
    <Segment StartTime="406.810" EndTime="409.300" Participant="mn015">
    <Segment StartTime="410.582" EndTime="412.688" Participant="mn015">
    <Segment StartTime="413.530" EndTime="414.820" Participant="mn015">
    <Segment StartTime="415.590" EndTime="416.740" Participant="mn015">
    <Segment StartTime="416.840" EndTime="418.290" Participant="mn015">
