  <Transcript StartTime="0.0" EndTime="4448.92">
    <Segment StartTime="0.000" EndTime="0.349" Participant="mn015">
    <Segment StartTime="38.500" EndTime="38.911" Participant="mn015">
    <Segment StartTime="38.500" EndTime="38.911" Participant="me003">
    <Segment StartTime="38.500" EndTime="38.911" Participant="fe004">
    <Segment StartTime="38.500" EndTime="38.911" CloseMic="false">
    <Segment StartTime="38.500" EndTime="38.911" Participant="me012">
    <Segment StartTime="38.911" EndTime="39.770" Participant="me012">
    <Segment StartTime="38.911" EndTime="39.131" Participant="fe004">
    <Segment StartTime="39.301" EndTime="40.043" Participant="fe004">
    <Segment StartTime="39.371" EndTime="40.083" Participant="mn015">
    <Segment StartTime="40.040" EndTime="41.600" Participant="me012">
    <Segment StartTime="40.083" EndTime="42.040" Participant="mn015">
    <Segment StartTime="40.439" EndTime="41.430" Participant="fe004">
    <Segment StartTime="41.080" EndTime="43.001" Participant="me003">
    <Segment StartTime="41.600" EndTime="42.699" Participant="me012">
    <Segment StartTime="42.699" EndTime="43.910" Participant="me012">
    <Segment StartTime="43.001" EndTime="44.456" Participant="me003">
    <Segment StartTime="43.769" EndTime="44.425" Participant="mn015">
    <Segment StartTime="44.988" EndTime="46.340" Participant="me003">
    <Segment StartTime="45.830" EndTime="49.020" Participant="fe004">
    <Segment StartTime="46.510" EndTime="47.770" Participant="me003">
    <Segment StartTime="47.691" EndTime="57.105" Participant="fe016" CloseMic="false">
    <Segment StartTime="47.730" EndTime="48.810" Participant="me012">
    <Segment StartTime="51.110" EndTime="52.770" Participant="me003">
    <Segment StartTime="54.240" EndTime="55.020" Participant="fe004">
    <Segment StartTime="57.105" EndTime="60.534" Participant="fe016" CloseMic="false">
    <Segment StartTime="65.894" EndTime="68.917" Participant="fe016" CloseMic="false">
    <Segment StartTime="66.600" EndTime="67.310" Participant="fe004">
    <Segment StartTime="70.158" EndTime="77.350" Participant="fe016" CloseMic="false">
    <Segment StartTime="74.710" EndTime="77.247" Participant="me003">
    <Segment StartTime="77.247" EndTime="77.807" Participant="me003">
    <Segment StartTime="77.350" EndTime="81.792" Participant="fe016" CloseMic="false">
    <Segment StartTime="77.807" EndTime="78.590" Participant="me003">
    <Segment StartTime="79.643" EndTime="80.649" Participant="mn015">
    <Segment StartTime="79.831" EndTime="82.343" Participant="me003">
    <Segment StartTime="80.700" EndTime="81.580" Participant="fe004">
    <Segment StartTime="81.601" EndTime="82.380" Participant="mn015">
    <Segment StartTime="82.380" EndTime="83.670" Participant="mn015">
    <Segment StartTime="83.480" EndTime="84.421" Participant="me003">
    <Segment StartTime="84.397" EndTime="90.971" Participant="fe016" CloseMic="false">
    <Segment StartTime="84.421" EndTime="85.830" Participant="me003">
    <Segment StartTime="85.100" EndTime="86.010" Participant="fe004">
    <Segment StartTime="87.740" EndTime="88.600" Participant="fe004">
    <Segment StartTime="90.800" EndTime="91.750" Participant="me003">
    <Segment StartTime="95.280" EndTime="99.559" Participant="fe004">
    <Segment StartTime="97.340" EndTime="98.160" Participant="me003">
    <Segment StartTime="99.559" EndTime="100.300" Participant="fe004">
    <Segment StartTime="100.370" EndTime="103.360" Participant="me003">
    <Segment StartTime="102.050" EndTime="102.790" Participant="me012">
    <Segment StartTime="102.251" EndTime="103.750" Participant="fe004">
    <Segment StartTime="104.267" EndTime="107.380" Participant="me003">
    <Segment StartTime="107.610" EndTime="109.560" Participant="fe004">
