  <Transcript StartTime="0.0" EndTime="3194.51">
    <Segment StartTime="0.000" EndTime="0.550" Participant="me045">
    <Segment StartTime="0.410" EndTime="2.290" Participant="me003">
    <Segment StartTime="7.045" EndTime="8.781" Participant="me045">
    <Segment StartTime="9.260" EndTime="9.590" Participant="me045">
    <Segment StartTime="9.590" EndTime="11.550" Participant="me010">
    <Segment StartTime="10.510" EndTime="11.350" Participant="mn036">
    <Segment StartTime="13.158" EndTime="13.719" Participant="me010">
    <Segment StartTime="15.635" EndTime="859.709" CloseMic="false">
    <Segment StartTime="15.680" EndTime="16.576" Participant="me010">
    <Segment StartTime="17.150" EndTime="20.300" Participant="me010">
    <Segment StartTime="20.324" EndTime="21.578" Participant="me045">
    <Segment StartTime="20.714" EndTime="22.410" Participant="me010">
    <Segment StartTime="22.794" EndTime="30.339" Participant="me010">
    <Segment StartTime="29.190" EndTime="29.910" Participant="me045">
    <Segment StartTime="31.057" EndTime="32.612" Participant="me010">
    <Segment StartTime="33.310" EndTime="40.128" Participant="me010">
    <Segment StartTime="40.128" EndTime="44.069" Participant="me010">
    <Segment StartTime="44.069" EndTime="46.770" Participant="me010">
    <Segment StartTime="48.000" EndTime="49.160" Participant="mn015">
    <Segment StartTime="49.660" EndTime="50.460" Participant="mn015">
    <Segment StartTime="51.860" EndTime="57.640" Participant="mn015">
    <Segment StartTime="58.130" EndTime="63.840" Participant="mn015">
    <Segment StartTime="63.840" EndTime="65.689" Participant="mn015">
    <Segment StartTime="65.536" EndTime="67.279" Participant="me045">
    <Segment StartTime="65.689" EndTime="73.110" Participant="mn015">
    <Segment StartTime="68.774" EndTime="69.528" Participant="me045">
    <Segment StartTime="73.597" EndTime="76.950" Participant="mn015">
    <Segment StartTime="74.847" EndTime="75.594" Participant="me045">
    <Segment StartTime="75.944" EndTime="77.470" Participant="me010">
    <Segment StartTime="77.170" EndTime="77.840" Participant="mn015">
    <Segment StartTime="77.519" EndTime="79.320" Participant="me045">
    <Segment StartTime="78.680" EndTime="80.306" Participant="mn015">
    <Segment StartTime="79.930" EndTime="80.740" Participant="me012">
    <Segment StartTime="80.783" EndTime="81.640" Participant="mn015">
    <Segment StartTime="80.950" EndTime="84.710" Participant="me045">
    <Segment StartTime="81.468" EndTime="84.710" Participant="me003">
    <Segment StartTime="82.038" EndTime="83.110" Participant="mn015">
    <Segment StartTime="83.110" EndTime="83.870" Participant="mn036">
    <Segment StartTime="84.468" EndTime="88.950" Participant="mn015">
    <Segment StartTime="84.620" EndTime="85.390" Participant="me012">
    <Segment StartTime="86.920" EndTime="87.700" Participant="me012">
    <Segment StartTime="89.040" EndTime="90.445" Participant="mn015">
    <Segment StartTime="90.802" EndTime="94.010" Participant="mn015">
    <Segment StartTime="94.010" EndTime="100.661" Participant="mn015">
    <Segment StartTime="100.874" EndTime="103.990" Participant="mn015">
    <Segment StartTime="104.010" EndTime="108.015" Participant="mn015">
    <Segment StartTime="108.183" EndTime="113.311" Participant="mn015">
    <Segment StartTime="113.447" EndTime="117.320" Participant="mn015">
