  <Transcript StartTime="0.0" EndTime="1988.053">
    <Segment StartTime="0.000" EndTime="0.286" Participant="me022">
    <Segment StartTime="1.693" EndTime="2.951" Participant="me013">
    <Segment StartTime="3.560" EndTime="7.731" Participant="me013">
    <Segment StartTime="5.705" EndTime="7.099" CloseMic="false">
    <Segment StartTime="8.740" EndTime="12.415" Participant="me013">
    <Segment StartTime="10.301" EndTime="15.887" Participant="me011">
    <Segment StartTime="13.392" EndTime="14.077" Participant="me013">
    <Segment StartTime="17.680" EndTime="18.030" Participant="me013">
    <Segment StartTime="17.729" EndTime="21.609" Participant="me011">
    <Segment StartTime="18.980" EndTime="22.184" Participant="me013">
    <Segment StartTime="22.451" EndTime="25.442" Participant="me013">
    <Segment StartTime="25.937" EndTime="27.140" Participant="me013">
    <Segment StartTime="29.020" EndTime="31.233" Participant="me011">
    <Segment StartTime="33.248" EndTime="33.757" Participant="me013">
    <Segment StartTime="35.666" EndTime="38.789" Participant="me013">
    <Segment StartTime="38.180" EndTime="40.128" Participant="me011">
    <Segment StartTime="38.528" EndTime="44.035" Participant="fe008">
    <Segment StartTime="41.669" EndTime="42.339" Participant="me013">
    <Segment StartTime="43.570" EndTime="43.989" Participant="me013">
    <Segment StartTime="43.930" EndTime="45.448" Participant="mn014">
    <Segment StartTime="43.989" EndTime="47.455" Participant="me013">
    <Segment StartTime="44.035" EndTime="46.019" Participant="fe008">
    <Segment StartTime="44.490" EndTime="44.969" Participant="me018">
    <Segment StartTime="45.384" EndTime="46.093" Participant="me022">
    <Segment StartTime="46.273" EndTime="47.204" Participant="fe008">
    <Segment StartTime="47.821" EndTime="48.828" Participant="fe008">
    <Segment StartTime="49.690" EndTime="52.990" Participant="fe008">
    <Segment StartTime="53.471" EndTime="56.578" Participant="fe008">
    <Segment StartTime="56.005" EndTime="59.280" CloseMic="false">
    <Segment StartTime="56.990" EndTime="57.513" Participant="me011">
    <Segment StartTime="58.231" EndTime="58.804" Participant="mn014">
    <Segment StartTime="58.390" EndTime="61.453" Participant="me011">
    <Segment StartTime="60.253" EndTime="63.439" CloseMic="false">
    <Segment StartTime="61.724" EndTime="63.572" Participant="me011">
    <Segment StartTime="64.050" EndTime="68.288" Participant="me011">
    <Segment StartTime="64.753" EndTime="67.955" CloseMic="false">
    <Segment StartTime="68.640" EndTime="71.205" Participant="me011">
    <Segment StartTime="68.712" EndTime="75.709" CloseMic="false">
    <Segment StartTime="70.990" EndTime="72.896" Participant="fe008">
    <Segment StartTime="71.740" EndTime="72.377" Participant="me011">
    <Segment StartTime="72.840" EndTime="75.117" Participant="me011">
    <Segment StartTime="73.350" EndTime="74.238" Participant="fe008">
    <Segment StartTime="75.484" EndTime="75.889" Participant="fe008">
    <Segment StartTime="75.800" EndTime="76.774" Participant="me011">
    <Segment StartTime="76.850" EndTime="77.508" Participant="fe008">
    <Segment StartTime="77.110" EndTime="77.499" Participant="me011">
    <Segment StartTime="77.822" EndTime="82.044" Participant="me011">
    <Segment StartTime="79.990" EndTime="80.568" Participant="me013">
    <Segment StartTime="82.846" EndTime="83.290" Participant="fe008">
    <Segment StartTime="83.290" EndTime="83.707" Participant="fe008">
    <Segment StartTime="83.400" EndTime="84.344" Participant="me011">
    <Segment StartTime="84.588" EndTime="85.898" Participant="me011">
    <Segment StartTime="86.780" EndTime="89.122" Participant="me011">
    <Segment StartTime="90.439" EndTime="90.963" Participant="fe008">
    <Segment StartTime="92.294" EndTime="93.259" Participant="me013">
    <Segment StartTime="92.530" EndTime="103.493" Participant="mn014">
    <Segment StartTime="104.059" EndTime="105.154" Participant="mn014">
    <Segment StartTime="105.840" EndTime="107.249" Participant="me018">
    <Segment StartTime="105.953" EndTime="106.549" Participant="me001">
    <Segment StartTime="107.010" EndTime="109.964" Participant="mn014">
    <Segment StartTime="107.429" EndTime="108.547" Participant="me018">
    <Segment StartTime="108.934" EndTime="111.186" Participant="me018">
    <Segment StartTime="110.857" EndTime="111.395" Participant="mn014">
    <Segment StartTime="111.660" EndTime="111.953" Participant="me018">
    <Segment StartTime="111.810" EndTime="112.290" Participant="fe008">
    <Segment StartTime="112.495" EndTime="115.021" Participant="fe008">
    <Segment StartTime="112.530" EndTime="113.067" Participant="me018">
    <Segment StartTime="114.590" EndTime="115.573" Participant="me018">
    <Segment StartTime="115.627" EndTime="116.343" Participant="me011">
    <Segment StartTime="115.704" EndTime="116.133" Participant="mn014">
    <Segment StartTime="116.300" EndTime="117.511" Participant="fe008">
    <Segment StartTime="116.907" EndTime="117.278" Participant="me018">
    <Segment StartTime="117.210" EndTime="118.510" Participant="me011">
    <Segment StartTime="117.740" EndTime="119.210" Participant="me018">
    <Segment StartTime="119.584" EndTime="120.219" Participant="me018">
    <Segment StartTime="120.548" EndTime="120.810" Participant="me018">
    <Segment StartTime="121.130" EndTime="123.700" Participant="me018">
    <Segment StartTime="124.297" EndTime="127.012" Participant="me018">
    <Segment StartTime="127.700" EndTime="128.812" Participant="me018">
    <Segment StartTime="129.129" EndTime="129.532" Participant="me018">
    <Segment StartTime="130.410" EndTime="134.018" Participant="me018">
    <Segment StartTime="134.198" EndTime="134.716" Participant="fe008">
    <Segment StartTime="134.740" EndTime="135.858" Participant="me018">
    <Segment StartTime="136.080" EndTime="139.346" Participant="me011">
    <Segment StartTime="139.570" EndTime="144.196" Participant="me018">
    <Segment StartTime="139.720" EndTime="140.496" Participant="me011">
    <Segment StartTime="142.870" EndTime="146.298" Participant="me011">
    <Segment StartTime="148.651" EndTime="150.578" Participant="me011">
    <Segment StartTime="150.147" EndTime="150.602" Participant="fe008">
    <Segment StartTime="151.580" EndTime="151.997" Participant="me011">
    <Segment StartTime="152.310" EndTime="155.105" Participant="me013">
    <Segment StartTime="154.520" EndTime="155.818" Participant="me011">
    <Segment StartTime="156.780" EndTime="161.503" Participant="me011">
    <Segment StartTime="157.970" EndTime="158.413" Participant="me013">
    <Segment StartTime="161.868" EndTime="163.591" Participant="me011">
    <Segment StartTime="163.692" EndTime="170.573" Participant="me011">
    <Segment StartTime="171.360" EndTime="176.428" Participant="me011">
    <Segment StartTime="176.674" EndTime="177.883" Participant="me011">
    <Segment StartTime="178.280" EndTime="181.808" Participant="me011">
    <Segment StartTime="182.279" EndTime="185.418" Participant="me011">
    <Segment StartTime="185.653" EndTime="193.071" Participant="me011">
